assessment_id,assessment_title,tool_version,tool_release_date,scenario,scenario_purpose,submitter_unit_id,L1,submitter_org_id,L2,L3,L4,L5,L6,L7,scenario_id,spec_id,distribution_id,P1,P2,sdo_id,P3,P4,P5,P6,P7,P8,P9,P10,C1,C2,C3,C4,C5,assessment_date,io_spec_type,criterion_camss_id,criterion_sha_id,criterion_description,score_id,score,statement_id,statement
15b049306466f37bd1bda4830de2e375ab79b294090aa94c0c4930034226e1d2,Research Data Repository Interoperability Recommendations,3.0.0,30/04/2019,MSP,"The European Interoperability Framework(EIF) provides guidance to public administrations on how to improve governance of their interoperability activities, establish cross-organisational relationships, streamline processes supporting end-to-end digital services, and ensure that existing and new legislation do not compromise interoperability efforts.This CAMSS Scenario allows to assess the compliance of interoperability specifications with the EIF. The objective of the obtained assessment is to determine the suitability of the assessed interoperability specification for the delivery of interoperable European public services.",5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,36494a9584ee1783bca7c324d4ad28d012c2919890f9efdb1c151a7869029632,b4a0f1f8-075c-49ca-a179-a466145968c5,Research Data Repository Interoperability Recommendations,https://www.rd-alliance.org/group/research-data-repository-interoperability-wg/outcomes/research-data-repository-0,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A1,2d94fbefdcc4c566f135fc475a1c159d175029719782a303705dfb2e4cada6a6,Has the specification been used for different implementations by different vendors/suppliers? ,3c2e09ca-83cd-4b25-ab7c-f995168b491c,0,e2f2f7a2-de86-4fdd-a168-b0021dc704d4,"The specification has been implemented in four different repository platforms as part of the early adoption process. 
Although these tools are a successful proof of concept for the specification, they are not sufficient to consider that the specification has a significant market share of adoption due to the fact that three out of the four implementations have been performed by the Working Group developing the specifications
See:
Fedora Commons,
ICAT https://github.com/RDAResearchDataRepositoryInteropWG/icat-bagit-tool/tree/master/demo
DARIAH Repository https://github.com/RDAResearchDataRepositoryInteropWG/icat-bagit-tool
KIT Data Manager https://github.com/RDAResearchDataRepositoryInteropWG/kitdm-bagit-tool
"
15b049306466f37bd1bda4830de2e375ab79b294090aa94c0c4930034226e1d2,Research Data Repository Interoperability Recommendations,3.0.0,30/04/2019,MSP,"The European Interoperability Framework(EIF) provides guidance to public administrations on how to improve governance of their interoperability activities, establish cross-organisational relationships, streamline processes supporting end-to-end digital services, and ensure that existing and new legislation do not compromise interoperability efforts.This CAMSS Scenario allows to assess the compliance of interoperability specifications with the EIF. The objective of the obtained assessment is to determine the suitability of the assessed interoperability specification for the delivery of interoperable European public services.",5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,36494a9584ee1783bca7c324d4ad28d012c2919890f9efdb1c151a7869029632,b4a0f1f8-075c-49ca-a179-a466145968c5,Research Data Repository Interoperability Recommendations,https://www.rd-alliance.org/group/research-data-repository-interoperability-wg/outcomes/research-data-repository-0,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A2,17edaee27de1ada5f8ee772a0aff160ecdce7a05ce9db18b9a2025f463d0e3a7,Does the implementation of the specification hamper interoperability with the implementation of existing European or international standards? ,7e18b24c-cad0-4cf0-aad3-72dbc1a99443,0,96e99b38-8210-48b5-bf46-0d4f228da683,"The recommendatios is iming to achieve seamless interoperability, trust, and ultimately to provide growth and employment opportunities by facilitating data exchange across organisations, disciplines and geographical borders."
15b049306466f37bd1bda4830de2e375ab79b294090aa94c0c4930034226e1d2,Research Data Repository Interoperability Recommendations,3.0.0,30/04/2019,MSP,"The European Interoperability Framework(EIF) provides guidance to public administrations on how to improve governance of their interoperability activities, establish cross-organisational relationships, streamline processes supporting end-to-end digital services, and ensure that existing and new legislation do not compromise interoperability efforts.This CAMSS Scenario allows to assess the compliance of interoperability specifications with the EIF. The objective of the obtained assessment is to determine the suitability of the assessed interoperability specification for the delivery of interoperable European public services.",5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,36494a9584ee1783bca7c324d4ad28d012c2919890f9efdb1c151a7869029632,b4a0f1f8-075c-49ca-a179-a466145968c5,Research Data Repository Interoperability Recommendations,https://www.rd-alliance.org/group/research-data-repository-interoperability-wg/outcomes/research-data-repository-0,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A3,8aee43521f6b3ab69785784831b651574a5496fd5996bb8c61a80e479f633fa0,Are you aware of public references of the respective specification by public authorities (especially policies or in procurements) ?,33e2318f-1ddd-497f-8bd4-54d95edd5137,1,6cabf913-439a-4982-b7d5-0f8e2deb2134,"All specifications are publicly and openly referenced on the RDA web platform at https://www.rd-alliance.org/recommendations-outputs/adoption-recommendations
All specifications are deposited in official repositories and have DOIs
"
15b049306466f37bd1bda4830de2e375ab79b294090aa94c0c4930034226e1d2,Research Data Repository Interoperability Recommendations,3.0.0,30/04/2019,MSP,"The European Interoperability Framework(EIF) provides guidance to public administrations on how to improve governance of their interoperability activities, establish cross-organisational relationships, streamline processes supporting end-to-end digital services, and ensure that existing and new legislation do not compromise interoperability efforts.This CAMSS Scenario allows to assess the compliance of interoperability specifications with the EIF. The objective of the obtained assessment is to determine the suitability of the assessed interoperability specification for the delivery of interoperable European public services.",5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,36494a9584ee1783bca7c324d4ad28d012c2919890f9efdb1c151a7869029632,b4a0f1f8-075c-49ca-a179-a466145968c5,Research Data Repository Interoperability Recommendations,https://www.rd-alliance.org/group/research-data-repository-interoperability-wg/outcomes/research-data-repository-0,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A4,f6669d041c301e6aadc132bb9de2d1d2f620f9fcb8b5d147c7b08c0393b53d0c,"Does the technical specification or standard cover areas different from areas addressed by technical specifications being under consideration to become a European standard? 
(i.e. technical specifications provided by a non-formal standardisation organisation, that is other than CEN, CENELEC or ETSI can be under consideration to become a European standard or alternatively an identified technical specification)",6d0783ce-2ff0-4cc6-bcca-48126839e458,1,5c0c87cb-eab8-4907-85ee-8ba2f1836ddb,"RDA Research Data Repository Interoperability Recommendations is a common format for research data. It is an area of application which is not covered by any other technical specification being under consideration to become a European standard. This conclusion has been drawn from the examination of all the programming mandates addressed to CEN, CENELEC and ETSI to the date, CEN’s webpage , CENELEC’s webpage , CEN-CENELEC’s webpage ICT section , the EC Information Providers Guide, Directive (EU) 2016/2102 of the European Parliament and of the Council of 26 October 2016 on the accessibility of the websites and mobile applications of public sector bodies , the standards and tools for exchange and processing of actionable information inventory of ENISA  and the ENISA Programming Document 2018-2020"
15b049306466f37bd1bda4830de2e375ab79b294090aa94c0c4930034226e1d2,Research Data Repository Interoperability Recommendations,3.0.0,30/04/2019,MSP,"The European Interoperability Framework(EIF) provides guidance to public administrations on how to improve governance of their interoperability activities, establish cross-organisational relationships, streamline processes supporting end-to-end digital services, and ensure that existing and new legislation do not compromise interoperability efforts.This CAMSS Scenario allows to assess the compliance of interoperability specifications with the EIF. The objective of the obtained assessment is to determine the suitability of the assessed interoperability specification for the delivery of interoperable European public services.",5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,36494a9584ee1783bca7c324d4ad28d012c2919890f9efdb1c151a7869029632,b4a0f1f8-075c-49ca-a179-a466145968c5,Research Data Repository Interoperability Recommendations,https://www.rd-alliance.org/group/research-data-repository-interoperability-wg/outcomes/research-data-repository-0,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A5a.,c3d200f09880d91d08826557de1524471d65e2807cbd8bc6c5c2bbed77fe47ea,Is the adoption of new European Standards which cover the same areas as the proposed specification (or standard) foreseen within a reasonable timeframe? ,e136ace6-f1d0-43bc-9c6c-8a02fc740c6d,0,5f06ca11-509a-4c99-97b5-3e9637f6b909,"No overlap has been detected with European standardisation organisations activities at EU level.
This conclusion is based on the work programme of CEN  and ETSI  as published on their respective websites, and on the ENISA Programming Document 2018-2020
"
15b049306466f37bd1bda4830de2e375ab79b294090aa94c0c4930034226e1d2,Research Data Repository Interoperability Recommendations,3.0.0,30/04/2019,MSP,"The European Interoperability Framework(EIF) provides guidance to public administrations on how to improve governance of their interoperability activities, establish cross-organisational relationships, streamline processes supporting end-to-end digital services, and ensure that existing and new legislation do not compromise interoperability efforts.This CAMSS Scenario allows to assess the compliance of interoperability specifications with the EIF. The objective of the obtained assessment is to determine the suitability of the assessed interoperability specification for the delivery of interoperable European public services.",5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,36494a9584ee1783bca7c324d4ad28d012c2919890f9efdb1c151a7869029632,b4a0f1f8-075c-49ca-a179-a466145968c5,Research Data Repository Interoperability Recommendations,https://www.rd-alliance.org/group/research-data-repository-interoperability-wg/outcomes/research-data-repository-0,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A5b.,923825ea86a7939a1cbdcdeb83be96b047beaaeb51b65f1f119e75f841841181,Are there existing European standards with market uptake which cover the same areas as the proposed specification (or standard) being assessed?,b35cc956-552f-4e44-b4a2-2ed033d72277,0,61d31a8b-e45b-401d-8547-704223eb18e4,"Having checked the documentation included in point 2.2.1, the conclusion has been reached of “Research Data Repository Interoperability Recommendations” not being foreseen to be transposed into a European standard within a reasonable time period."
15b049306466f37bd1bda4830de2e375ab79b294090aa94c0c4930034226e1d2,Research Data Repository Interoperability Recommendations,3.0.0,30/04/2019,MSP,"The European Interoperability Framework(EIF) provides guidance to public administrations on how to improve governance of their interoperability activities, establish cross-organisational relationships, streamline processes supporting end-to-end digital services, and ensure that existing and new legislation do not compromise interoperability efforts.This CAMSS Scenario allows to assess the compliance of interoperability specifications with the EIF. The objective of the obtained assessment is to determine the suitability of the assessed interoperability specification for the delivery of interoperable European public services.",5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,36494a9584ee1783bca7c324d4ad28d012c2919890f9efdb1c151a7869029632,b4a0f1f8-075c-49ca-a179-a466145968c5,Research Data Repository Interoperability Recommendations,https://www.rd-alliance.org/group/research-data-repository-interoperability-wg/outcomes/research-data-repository-0,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A6,a085272697eadd8638ed45af45c77ae88aed7cadb14f84d957c5c3b2248bd986,Is the standards developing organisation a non-profit making organisation? ,775102a7-cb23-4cef-835b-b5ce6aedd2f7,1,a7aa9777-ed82-47ae-a965-ff47e01b6af6,"The Research Data Alliance (RDA) is a non-profit organisation
See: https://www.rd-alliance.org
"
15b049306466f37bd1bda4830de2e375ab79b294090aa94c0c4930034226e1d2,Research Data Repository Interoperability Recommendations,3.0.0,30/04/2019,MSP,"The European Interoperability Framework(EIF) provides guidance to public administrations on how to improve governance of their interoperability activities, establish cross-organisational relationships, streamline processes supporting end-to-end digital services, and ensure that existing and new legislation do not compromise interoperability efforts.This CAMSS Scenario allows to assess the compliance of interoperability specifications with the EIF. The objective of the obtained assessment is to determine the suitability of the assessed interoperability specification for the delivery of interoperable European public services.",5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,36494a9584ee1783bca7c324d4ad28d012c2919890f9efdb1c151a7869029632,b4a0f1f8-075c-49ca-a179-a466145968c5,Research Data Repository Interoperability Recommendations,https://www.rd-alliance.org/group/research-data-repository-interoperability-wg/outcomes/research-data-repository-0,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A7,4386f49ebcfb474f011867d54ec0e7a7c561f91c288f5809299a05d781432bf0,"Is participation in the creation process of the specification open to all interested parties (e.g. organisations, companies or individuals)?",928b1487-639b-482d-a37c-d669fdcabac7,1,dc72a1d2-8beb-4d53-ac59-56c68654704b,"RDA specification and recommendation processes are open from inception. Individual membership to RDA is free and open to all, as long as individuals subscribe to the RDA Guiding Principles (https://rd-alliance.org/about/get-involved.html):
• Openness – Membership is open to all interested individuals who subscribe to the RDA’s Guiding Principles. RDA community meetings and processes are open, and the deliverables of RDA Working Groups will be publicly disseminated.
• Consensus – The RDA moves forward by achieving consensus among its membership. RDA processes and procedures include appropriate mechanisms to resolve conflicts.
• Balance – The RDA seeks to promote balanced representation of its membership and stakeholder communities.
• Harmonization – The RDA works to achieve harmonization across data standards, policies, technologies, infrastructure, and communities.
• Community-driven – The RDA is a public, community-driven body constituted of volunteer members and organizations, supported by the RDA Secretariat.
• Non-profit - RDA does not promote, endorse, or sell commercial products, technologies, or services.

Organisations may join RDA as members for an annual fee. Full details are provided at https://rd-alliance.org/organisation/rda-organisation-affiliate-members/rda-organisational-membership.html

RDA Specifications, upon delivery, are assessed by the RDA Technical Advisory Board (TAB) and feedback / comments are given. All outputs go through an open and transparent Request for Comments process of 1 month on the RDA web platform. Details on the process are available at - https://www.rd-alliance.org/groups/creating-and-managing-rda-groups/working-group-outputs.html"
15b049306466f37bd1bda4830de2e375ab79b294090aa94c0c4930034226e1d2,Research Data Repository Interoperability Recommendations,3.0.0,30/04/2019,MSP,"The European Interoperability Framework(EIF) provides guidance to public administrations on how to improve governance of their interoperability activities, establish cross-organisational relationships, streamline processes supporting end-to-end digital services, and ensure that existing and new legislation do not compromise interoperability efforts.This CAMSS Scenario allows to assess the compliance of interoperability specifications with the EIF. The objective of the obtained assessment is to determine the suitability of the assessed interoperability specification for the delivery of interoperable European public services.",5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,36494a9584ee1783bca7c324d4ad28d012c2919890f9efdb1c151a7869029632,b4a0f1f8-075c-49ca-a179-a466145968c5,Research Data Repository Interoperability Recommendations,https://www.rd-alliance.org/group/research-data-repository-interoperability-wg/outcomes/research-data-repository-0,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A8,2614723a75c6a002b733f97562482608046dd2e6da97e3073312dbbdaf482279,Are the specifications approved in a decision making process which aims at reaching consensus?,a409603c-7bb0-41e2-bb82-220c9775f9ca,1,09b2ea4c-322b-4298-9643-dc881a94773b,"Consensus is a foundation upon which the Alliance is built and all processes and procedures, particularly in connection to the focus, work plans, deliverables, milestones and tangible specifications / recommendations are consensus based."
15b049306466f37bd1bda4830de2e375ab79b294090aa94c0c4930034226e1d2,Research Data Repository Interoperability Recommendations,3.0.0,30/04/2019,MSP,"The European Interoperability Framework(EIF) provides guidance to public administrations on how to improve governance of their interoperability activities, establish cross-organisational relationships, streamline processes supporting end-to-end digital services, and ensure that existing and new legislation do not compromise interoperability efforts.This CAMSS Scenario allows to assess the compliance of interoperability specifications with the EIF. The objective of the obtained assessment is to determine the suitability of the assessed interoperability specification for the delivery of interoperable European public services.",5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,36494a9584ee1783bca7c324d4ad28d012c2919890f9efdb1c151a7869029632,b4a0f1f8-075c-49ca-a179-a466145968c5,Research Data Repository Interoperability Recommendations,https://www.rd-alliance.org/group/research-data-repository-interoperability-wg/outcomes/research-data-repository-0,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A9,d310596912dbc916997008f4aed16a81cf5e708cd907e3c53a2e4207468b468b,Is relevant documentation of the development and approval process of the specification archived and identified?,832f1941-10a6-4e1c-b5fe-6a2c9450843d,1,61ac17b1-446a-42a7-a00d-335f7aea44b3,Transparency of the development process is evidenced by a defined and publicly available documentation on the development and maintenance of the specification.
